"cod_reg";"ano";"tri";"t01";"t02";"t03";"t04";"t05";"t09";"t10";"t11";"t12";"t13";"t14";"t15";"t16";"t17";"t18";"t19";"t20";"t201";"t202";"t203";"t21";"t22";"t23";"t24";"t25";"t26";"t27";"t28";"t29";"t30";"t31";"t32";"t33";"t34";"t35";"t36";"t37";"t38";"t39";"t40";"t41";"t42";"t43";"t44";"t45";"t46";"t47";"t48";"t49";"t50";"t51";"t52";"t53";"t54";"t55";"t56";"t57";"t58";"t59";"t60";"t61";"t62";"t63";"t65";"t66";"t67";"t68";"t69";"t70";"t71";"t72";"t73";"t74";"t75";"t76";"t77";"t78";"t79";"t80";"t81";"t82";"t83";"t84";"t85";"t86";"t87";"t88";"t89";"t90";"t91";"t92"
"32";2010;4;373;NA;13723;273;22903;2015;997;NA;NA;NA;NA;1;NA;10488;2380;148;144;156;NA;NA;79;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;149;3507;3920;NA;13549;167;260;57;2029;722;139745;1635;6;81;NA;NA;2038;NA;NA;0;NA;8;0;0;NA;0;NA;0;0;NA;0;NA;0;NA;2;NA;0;2363;NA;3935;1;106;1515;NA;88;NA;4720;NA;NA;51793;5692;41949;6219;747;4
"33";2010;4;345;NA;15900;351;18499;2566;1756;NA;NA;NA;NA;0;NA;11877;1431;142;136;228;NA;NA;65;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;125;3163;4738;NA;17705;337;409;43;2091;1170;407207;859;6;68;NA;NA;2604;NA;NA;1;NA;9;1;0;NA;0;NA;0;0;NA;0;NA;0;NA;9;NA;0;1881;NA;1852;1;23;188;NA;102;NA;5380;NA;NA;57896;2339;41676;7490;999;2
"34";2010;4;230;NA;9663;200;9245;1534;779;NA;NA;NA;NA;0;NA;5797;357;64;62;124;NA;NA;41;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;62;2133;2862;NA;8440;81;121;38;1193;876;123048;334;4;44;NA;NA;1506;NA;NA;0;NA;3;0;0;NA;0;NA;1;0;NA;0;NA;0;NA;0;NA;0;1557;NA;752;2;5;58;NA;51;NA;5702;NA;NA;31849;979;22927;4533;414;3
"35";2010;4;225;NA;12933;253;11585;1792;876;NA;NA;NA;NA;0;NA;7203;645;95;92;188;NA;NA;64;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;89;3972;3506;NA;11374;69;113;43;1341;814;181002;387;2;65;NA;NA;2772;NA;NA;0;NA;8;0;0;NA;0;NA;0;0;NA;0;NA;0;NA;5;NA;0;1541;NA;887;0;3;100;NA;108;NA;5159;NA;NA;40151;1241;30211;5437;585;1
"36";2010;4;292;NA;7900;178;16257;787;570;NA;NA;NA;NA;0;NA;7844;1316;100;96;156;NA;NA;71;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;36;1286;2574;NA;9251;90;209;90;1342;578;142940;818;2;74;NA;NA;1595;NA;NA;1;NA;9;1;0;NA;0;NA;0;0;NA;0;NA;0;NA;6;NA;0;1669;NA;4176;0;70;444;NA;73;NA;2250;NA;NA;30691;4849;27287;4075;397;10
"37";2010;4;316;NA;11481;305;12235;2087;984;NA;NA;NA;NA;0;NA;7679;991;115;105;212;NA;NA;55;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;36;2460;3449;NA;11808;112;166;31;1653;901;156830;569;1;58;NA;NA;1802;NA;NA;0;NA;2;0;0;NA;0;NA;1;0;NA;1;NA;0;NA;5;NA;0;2086;NA;1164;0;11;198;NA;79;NA;2941;NA;NA;37628;1630;28894;5136;607;1
"38";2010;4;114;NA;5045;84;3232;745;435;NA;NA;NA;NA;0;NA;2076;90;19;17;56;NA;NA;17;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;34;1159;1585;NA;6429;18;57;22;518;347;71329;91;0;19;NA;NA;976;NA;NA;0;NA;3;0;0;NA;0;NA;0;0;NA;0;NA;0;NA;2;NA;0;592;NA;125;0;1;9;NA;25;NA;3427;NA;NA;17458;207;10517;2251;177;0
"39";2010;4;282;NA;15225;256;16948;2375;1330;NA;NA;NA;NA;0;NA;8219;1812;92;88;147;NA;NA;79;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;35;4277;4304;NA;17921;109;208;39;1626;782;173400;1256;3;86;NA;NA;2218;NA;NA;1;NA;6;0;0;NA;0;NA;0;0;NA;0;NA;0;NA;3;NA;0;2010;NA;2821;0;54;751;NA;91;NA;4595;NA;NA;54802;3801;38352;5843;687;1
"40";2010;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"10";2011;1;1309;NA;32084;807;105290;3336;1411;41752;2772;NA;41484;7;NA;45522;10438;186;159;604;NA;NA;220;NA;23;30282;NA;NA;5167;NA;NA;NA;NA;24798;NA;NA;NA;NA;434;6155;10167;NA;81917;742;536;53;6863;2218;646959;8083;23;231;NA;NA;5652;NA;NA;7;NA;40;0;2;NA;2;NA;0;0;NA;5;NA;0;NA;55;NA;3;6695;NA;26357;36;1134;9246;NA;303;NA;3519;NA;NA;164436;36457;148580;25102;1481;58
"20";2011;1;890;NA;25345;718;45041;3970;1343;20199;1787;NA;24495;7;NA;15483;4539;174;163;534;NA;NA;258;NA;16;18886;NA;NA;1413;NA;NA;NA;NA;13055;NA;NA;NA;NA;167;4835;7833;NA;35133;311;576;57;4131;1905;312156;4196;16;273;NA;NA;4701;NA;NA;9;NA;17;3;0;NA;1;NA;1;0;NA;5;NA;0;NA;14;NA;1;5301;NA;11701;11;353;5087;NA;256;NA;4882;NA;NA;114152;17603;81118;17032;1250;29
"30";2011;1;2391;NA;101247;2214;128419;14662;9664;57736;3774;NA;93334;4;NA;70439;11150;806;744;1561;NA;NA;520;NA;39;54729;NA;NA;4282;NA;NA;NA;NA;54271;NA;NA;NA;NA;650;21724;29474;NA;117441;1193;1786;362;14917;8174;1754934;7350;42;544;NA;NA;17546;NA;NA;4;NA;27;0;0;NA;0;NA;2;0;NA;7;NA;1;NA;57;NA;3;17842;NA;18136;14;299;4277;NA;710;NA;38717;NA;NA;375869;24537;273752;49221;6123;21
"99";2011;1;4590;NA;158676;3739;278750;21968;12418;119687;8333;NA;159313;18;NA;131444;26127;1166;1066;2699;NA;NA;998;NA;78;103897;NA;NA;10862;NA;NA;NA;NA;92124;NA;NA;NA;NA;1251;32714;47474;NA;234491;2246;2898;472;25911;12297;2714049;19629;81;1048;NA;NA;27899;NA;NA;20;NA;84;3;2;NA;3;NA;3;0;NA;17;NA;1;NA;126;NA;7;29838;NA;56194;61;1786;18610;NA;1269;NA;47118;NA;NA;654457;78597;503450;91355;8854;108
"31";2011;1;234;NA;10043;218;13785;1479;835;NA;NA;NA;NA;2;NA;7229;1197;91;77;134;NA;NA;92;NA;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;67;1756;2942;NA;12709;101;138;11;1694;768;227701;863;9;100;NA;NA;1765;NA;NA;4;NA;5;0;0;NA;0;NA;0;0;NA;0;NA;1;NA;3;NA;0;2089;NA;2482;1;9;559;NA;109;NA;3429;NA;NA;40279;3278;28125;5644;720;0
"32";2011;1;359;NA;13532;302;22999;1844;1139;NA;NA;NA;NA;1;NA;10780;2658;125;114;211;NA;NA;55;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;175;3171;4005;NA;15730;157;261;38;2086;925;161298;1700;3;59;NA;NA;2111;NA;NA;0;NA;3;0;0;NA;0;NA;0;0;NA;1;NA;0;NA;10;NA;0;2560;NA;3684;2;110;1640;NA;82;NA;4836;NA;NA;53765;5594;41927;6519;794;6
"33";2011;1;345;NA;15418;313;19004;2227;1987;NA;NA;NA;NA;0;NA;11974;1584;110;104;230;NA;NA;47;NA;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;98;2877;4496;NA;18737;328;382;41;2315;1372;364195;1031;11;48;NA;NA;2874;NA;NA;0;NA;2;0;0;NA;0;NA;0;0;NA;0;NA;0;NA;11;NA;2;2250;NA;1915;3;24;258;NA;83;NA;5497;NA;NA;60323;2461;41823;7257;1145;7
"34";2011;1;256;NA;9396;214;9435;1526;917;NA;NA;NA;NA;1;NA;5933;445;82;77;134;NA;NA;27;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;47;2054;2717;NA;9014;102;144;42;1261;1059;122977;395;1;28;NA;NA;1453;NA;NA;0;NA;0;0;0;NA;0;NA;0;0;NA;2;NA;0;NA;2;NA;0;1748;NA;738;0;2;59;NA;43;NA;6114;NA;NA;32341;960;22941;4506;477;0
"35";2011;1;257;NA;12090;224;12420;1732;940;NA;NA;NA;NA;0;NA;7793;644;94;86;172;NA;NA;46;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;90;3344;3253;NA;12205;88;133;39;1492;968;181758;390;0;48;NA;NA;2610;NA;NA;0;NA;1;0;0;NA;0;NA;0;0;NA;0;NA;0;NA;2;NA;0;1682;NA;1027;1;3;111;NA;96;NA;4898;NA;NA;40882;1356;30016;6059;668;0
"36";2011;1;268;NA;8830;267;17732;831;854;NA;NA;NA;NA;0;NA;9076;1341;87;78;215;NA;NA;81;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;64;1421;2740;NA;10894;110;179;79;1619;674;136265;829;4;83;NA;NA;1595;NA;NA;0;NA;10;0;0;NA;0;NA;2;0;NA;0;NA;0;NA;8;NA;0;1983;NA;4092;0;82;440;NA;82;NA;2723;NA;NA;34149;4832;30109;5000;523;4
"37";2011;1;295;NA;12015;318;11913;1850;1048;NA;NA;NA;NA;0;NA;6985;1075;97;92;244;NA;NA;67;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;44;2192;3667;NA;12446;144;210;34;1891;955;156837;614;4;69;NA;NA;2043;NA;NA;0;NA;1;0;0;NA;0;NA;0;0;NA;0;NA;0;NA;11;NA;0;2298;NA;1227;1;11;217;NA;112;NA;2873;NA;NA;39409;1758;29187;5717;748;2
"38";2011;1;92;NA;5066;87;3450;700;484;NA;NA;NA;NA;0;NA;2238;76;36;36;50;NA;NA;14;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;29;1045;1568;NA;6189;24;63;21;575;409;69948;79;0;15;NA;NA;908;NA;NA;0;NA;0;0;0;NA;0;NA;0;0;NA;2;NA;0;NA;3;NA;0;720;NA;142;0;1;10;NA;21;NA;3550;NA;NA;17450;216;10695;2449;199;0
"39";2011;1;285;NA;14857;271;17681;2473;1460;NA;NA;NA;NA;0;NA;8431;2130;84;80;171;NA;NA;91;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;36;3864;4086;NA;19517;139;276;57;1984;1044;183976;1449;10;94;NA;NA;2187;NA;NA;0;NA;5;0;0;NA;0;NA;0;0;NA;2;NA;0;NA;7;NA;1;2512;NA;2829;6;57;983;NA;82;NA;4797;NA;NA;57271;4082;38929;6070;849;2
"40";2011;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"10";2011;2;1721;NA;31296;781;114320;3503;1633;42992;2632;NA;49384;6;NA;52590;10638;242;219;582;NA;NA;257;NA;26;42984;NA;NA;2458;NA;NA;NA;NA;37607;NA;NA;NA;NA;365;6847;9597;NA;89156;970;626;83;7528;2339;782224;8299;27;277;NA;NA;6286;NA;NA;6;NA;21;1;2;NA;3;NA;1;0;NA;2;NA;0;NA;45;NA;2;7170;NA;27667;42;969;9551;NA;262;NA;3556;NA;NA;169219;38089;157819;26321;1782;70
"20";2011;2;795;NA;24833;684;48119;3351;1357;20033;1613;NA;26592;8;NA;16673;4577;180;168;559;NA;NA;248;NA;23;19548;NA;NA;1573;NA;NA;NA;NA;20891;NA;NA;NA;NA;176;5727;7433;NA;36924;405;602;51;4268;2096;385784;4374;23;267;NA;NA;5045;NA;NA;6;NA;15;1;0;NA;3;NA;1;0;NA;4;NA;0;NA;13;NA;0;5665;NA;12754;13;285;5005;NA;240;NA;5282;NA;NA;119279;18597;83389;16954;1295;32
"30";2011;2;2681;NA;101387;1980;130140;12693;9288;59787;3798;NA;98787;2;NA;70029;11028;951;906;1409;NA;NA;505;NA;42;58367;NA;NA;3625;NA;NA;NA;NA;75659;NA;NA;NA;NA;527;25367;27577;NA;126804;1475;2047;519;14635;8357;2005810;7157;44;525;NA;NA;20106;NA;NA;3;NA;33;1;0;NA;2;NA;0;0;NA;6;NA;4;NA;43;NA;0;18933;NA;19656;11;298;4486;NA;667;NA;38075;NA;NA;389875;26100;275594;51369;6096;31
"99";2011;2;5197;NA;157516;3445;292579;19547;12278;122812;8043;NA;174763;16;NA;139292;26243;1373;1293;2550;NA;NA;1010;NA;91;120899;NA;NA;7656;NA;NA;NA;NA;134157;NA;NA;NA;NA;1068;37941;44607;NA;252884;2850;3275;653;26431;12792;3173818;19830;94;1069;NA;NA;31437;NA;NA;15;NA;69;3;2;NA;8;NA;2;0;NA;12;NA;4;NA;101;NA;2;31768;NA;60077;66;1552;19042;NA;1169;NA;46913;NA;NA;678373;82786;516802;94644;9173;133
"31";2011;2;280;NA;9806;176;13638;1208;830;NA;NA;NA;NA;1;NA;7094;1096;88;83;122;NA;NA;91;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;52;1928;2654;NA;13217;122;173;59;1709;857;298675;835;7;97;NA;NA;1508;NA;NA;0;NA;5;1;0;NA;0;NA;0;0;NA;1;NA;1;NA;3;NA;0;2206;NA;2605;0;16;568;NA;116;NA;3029;NA;NA;40048;3394;27166;5805;688;6
"32";2011;2;370;NA;13499;288;24327;1501;1112;NA;NA;NA;NA;0;NA;11234;2783;151;142;204;NA;NA;61;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;114;3598;3689;NA;16797;176;256;44;2086;911;177624;1804;2;62;NA;NA;2416;NA;NA;1;NA;7;0;0;NA;0;NA;0;0;NA;0;NA;0;NA;8;NA;0;2622;NA;4234;3;84;1707;NA;67;NA;4633;NA;NA;57800;6208;43143;6786;825;4
"33";2011;2;345;NA;16250;287;19210;2113;1836;NA;NA;NA;NA;0;NA;11798;1669;148;142;220;NA;NA;56;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;94;3361;4427;NA;21052;532;587;71;2198;1242;387413;902;8;56;NA;NA;3257;NA;NA;0;NA;5;0;0;NA;0;NA;0;0;NA;0;NA;1;NA;2;NA;0;2727;NA;2168;4;22;257;NA;91;NA;5468;NA;NA;63109;2708;42953;7946;1098;6
"34";2011;2;286;NA;10465;231;9881;1562;928;NA;NA;NA;NA;0;NA;6054;406;70;68;129;NA;NA;28;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;50;3048;2787;NA;11363;144;199;51;1279;1005;137012;335;2;29;NA;NA;1814;NA;NA;1;NA;0;0;0;NA;0;NA;0;0;NA;2;NA;0;NA;4;NA;0;1874;NA;882;0;4;50;NA;51;NA;5682;NA;NA;35305;1091;24881;4811;494;1
"35";2011;2;291;NA;12717;241;12416;1845;960;NA;NA;NA;NA;0;NA;7725;679;112;102;167;NA;NA;35;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;97;3919;3288;NA;13283;95;135;54;1528;1063;188197;476;5;35;NA;NA;2939;NA;NA;0;NA;1;0;0;NA;0;NA;0;0;NA;0;NA;0;NA;8;NA;0;1766;NA;935;0;2;109;NA;92;NA;5649;NA;NA;43527;1251;31118;6925;677;1
"36";2011;2;311;NA;7768;186;17472;680;634;NA;NA;NA;NA;1;NA;8340;1271;102;99;154;NA;NA;66;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55;1288;2392;NA;10853;102;167;64;1397;617;182518;789;5;72;NA;NA;1484;NA;NA;0;NA;3;0;0;NA;0;NA;0;0;NA;1;NA;1;NA;4;NA;0;1764;NA;4410;0;74;508;NA;64;NA;2286;NA;NA;32655;5144;28224;4564;477;9
"37";2011;2;347;NA;11425;297;11875;1391;1016;NA;NA;NA;NA;0;NA;6944;922;116;111;222;NA;NA;58;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19;2541;3155;NA;13041;136;174;69;1890;1116;174203;530;4;62;NA;NA;2641;NA;NA;0;NA;1;0;0;NA;2;NA;0;0;NA;1;NA;0;NA;5;NA;0;2434;NA;1420;0;10;275;NA;96;NA;2772;NA;NA;39869;1979;28645;5790;726;2
"38";2011;2;103;NA;5008;41;3468;612;490;NA;NA;NA;NA;0;NA;2219;100;33;32;32;NA;NA;30;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14;1185;1393;NA;5998;41;78;34;625;455;75395;106;0;31;NA;NA;1216;NA;NA;0;NA;1;0;0;NA;0;NA;0;0;NA;1;NA;1;NA;3;NA;0;873;NA;168;1;1;12;NA;22;NA;3474;NA;NA;17564;242;10835;2498;229;0
"39";2011;2;348;NA;14449;233;17853;1781;1482;NA;NA;NA;NA;0;NA;8621;2102;131;127;159;NA;NA;80;NA;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;32;4499;3792;NA;21200;127;278;73;1923;1091;220316;1380;11;81;NA;NA;2831;NA;NA;1;NA;10;0;0;NA;0;NA;0;0;NA;0;NA;0;NA;6;NA;0;2667;NA;2834;3;85;1000;NA;68;NA;5082;NA;NA;59998;4083;38629;6244;882;2
"40";2011;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"10";2011;3;1435;NA;32805;861;116639;3403;1536;43846;2579;NA;48174;10;NA;50002;11643;200;168;640;NA;NA;267;NA;18;44846;NA;NA;2462;NA;NA;NA;NA;40947;NA;NA;NA;NA;353;6597;10070;NA;93365;704;468;56;7345;2087;866043;9679;19;275;NA;NA;6377;NA;NA;8;NA;26;2;0;NA;6;NA;4;0;NA;10;NA;1;NA;40;NA;3;6100;NA;29381;42;1021;10695;NA;247;NA;3046;NA;NA;190147;41011;161621;26933;1703;45
"20";2011;3;840;NA;24541;738;49936;3041;1243;19596;1731;NA;26468;4;NA;16758;4924;205;194;577;NA;NA;272;NA;14;16890;NA;NA;1489;NA;NA;NA;NA;22010;NA;NA;NA;NA;202;5272;7346;NA;38918;418;580;87;4225;2030;382375;4800;15;288;NA;NA;5136;NA;NA;4;NA;16;1;0;NA;0;NA;0;0;NA;3;NA;1;NA;18;NA;1;5594;NA;13463;8;386;5422;NA;279;NA;4793;NA;NA;121741;19752;84635;17048;1190;15
"30";2011;3;2551;NA;102737;1977;131155;12873;8904;60253;3793;NA;97702;3;NA;69597;11518;907;861;1376;NA;NA;516;NA;21;58328;NA;NA;3739;NA;NA;NA;NA;77529;NA;NA;NA;NA;525;24460;28676;NA;140064;1458;2087;556;14598;8589;2071199;7519;21;539;NA;NA;22900;NA;NA;4;NA;38;1;0;NA;4;NA;0;0;NA;8;NA;1;NA;32;NA;0;19259;NA;19509;18;310;4406;NA;735;NA;37798;NA;NA;405096;25831;280546;52620;6042;32
"99";2011;3;4826;NA;160083;3576;297730;19317;11683;123695;8103;NA;172344;17;NA;136357;28085;1312;1223;2593;NA;NA;1055;NA;53;120064;NA;NA;7690;NA;NA;NA;NA;140486;NA;NA;NA;NA;1080;36329;46092;NA;272347;2580;3135;699;26168;12706;3319617;21998;55;1102;NA;NA;34413;NA;NA;16;NA;80;4;0;NA;10;NA;4;0;NA;21;NA;3;NA;90;NA;4;30953;NA;62353;68;1717;20523;NA;1261;NA;45637;NA;NA;716984;86594;526802;96601;8935;92
"31";2011;3;301;NA;9603;156;13759;1388;792;NA;NA;NA;NA;1;NA;7127;1123;91;84;101;NA;NA;109;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;1773;2672;NA;14054;110;143;43;1596;912;337429;851;2;111;NA;NA;1971;NA;NA;1;NA;4;0;0;NA;1;NA;0;0;NA;1;NA;0;NA;1;NA;0;2183;NA;2460;0;23;715;NA;95;NA;3164;NA;NA;40604;3388;27669;6204;662;4
"32";2011;3;416;NA;14078;289;23804;1381;1090;NA;NA;NA;NA;1;NA;11012;2674;126;122;208;NA;NA;92;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;99;3634;3955;NA;17503;188;285;72;2323;1028;196482;1639;2;97;NA;NA;3042;NA;NA;1;NA;6;1;0;NA;0;NA;0;0;NA;0;NA;0;NA;9;NA;0;2882;NA;4111;5;97;1485;NA;89;NA;4467;NA;NA;58698;5899;43684;6927;880;6
"33";2011;3;317;NA;16705;265;19779;2295;1946;NA;NA;NA;NA;1;NA;11930;1799;164;155;204;NA;NA;49;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;91;3427;4895;NA;23065;459;546;101;2242;1436;393492;1054;3;58;NA;NA;3622;NA;NA;0;NA;4;0;0;NA;0;NA;0;0;NA;0;NA;0;NA;4;NA;0;2963;NA;2053;3;23;350;NA;112;NA;5865;NA;NA;66709;2660;44612;8384;1113;4
"34";2011;3;223;NA;10161;212;10331;1298;873;NA;NA;NA;NA;0;NA;6387;487;73;68;118;NA;NA;36;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;32;2500;2860;NA;15637;110;157;50;1278;973;143155;389;2;36;NA;NA;2034;NA;NA;1;NA;4;0;0;NA;2;NA;0;0;NA;3;NA;1;NA;8;NA;0;1948;NA;835;0;2;60;NA;64;NA;5692;NA;NA;39693;1051;24909;5083;509;0
"35";2011;3;263;NA;13339;244;12171;1871;906;NA;NA;NA;NA;0;NA;7481;647;121;112;159;NA;NA;41;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;108;3928;3484;NA;14805;123;163;77;1448;992;194400;481;1;42;NA;NA;3336;NA;NA;0;NA;4;0;0;NA;0;NA;0;0;NA;0;NA;0;NA;1;NA;0;1801;NA;900;0;3;118;NA;99;NA;5283;NA;NA;45629;1219;31867;6737;650;2
"36";2011;3;263;NA;7286;200;17095;772;633;NA;NA;NA;NA;0;NA;7827;1129;78;75;151;NA;NA;48;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;47;1168;2125;NA;11781;116;191;89;1419;706;188559;741;2;50;NA;NA;1510;NA;NA;0;NA;9;0;0;NA;0;NA;0;0;NA;1;NA;0;NA;4;NA;0;1830;NA;4679;1;70;543;NA;86;NA;2158;NA;NA;31792;5423;27496;4417;499;8
"37";2011;3;315;NA;11408;319;12564;1356;907;NA;NA;NA;NA;0;NA;7221;1028;117;111;234;NA;NA;61;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;36;2439;3236;NA;13979;143;181;51;1749;1199;168967;603;4;64;NA;NA;2853;NA;NA;0;NA;1;0;0;NA;1;NA;0;0;NA;1;NA;0;NA;3;NA;0;2244;NA;1458;3;7;274;NA;88;NA;2777;NA;NA;41358;2031;29407;5856;672;2
"38";2011;3;126;NA;5268;78;3402;672;525;NA;NA;NA;NA;0;NA;2136;96;36;35;55;NA;NA;11;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22;1224;1505;NA;6712;68;94;27;636;451;73681;76;1;11;NA;NA;1223;NA;NA;1;NA;2;0;0;NA;0;NA;0;0;NA;2;NA;0;NA;0;NA;0;912;NA;169;0;0;7;NA;24;NA;3764;NA;NA;18449;243;11168;2662;255;0
"39";2011;3;327;NA;14889;214;18250;1840;1232;NA;NA;NA;NA;0;NA;8476;2535;101;99;146;NA;NA;69;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;30;4367;3944;NA;22528;141;327;46;1907;892;213684;1685;4;70;NA;NA;3309;NA;NA;0;NA;4;0;0;NA;0;NA;0;0;NA;0;NA;0;NA;2;NA;0;2496;NA;2844;6;85;854;NA;78;NA;4628;NA;NA;62164;3917;39734;6350;802;6
"40";2011;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"10";2011;4;1206;NA;34071;834;112846;3835;1520;42241;2521;NA;43282;11;NA;49874;10059;190;155;592;NA;NA;270;NA;20;42379;NA;NA;2736;NA;NA;NA;NA;34740;NA;NA;NA;NA;554;6328;10979;NA;92784;847;495;40;7287;1390;701229;9387;21;281;NA;NA;6490;NA;NA;7;NA;44;2;0;NA;1;NA;8;0;NA;13;NA;1;NA;28;NA;2;5575;NA;26278;29;1129;11025;NA;324;NA;3104;NA;NA;185455;38197;159596;25344;1597;57
"20";2011;4;810;NA;25865;676;47826;3063;1194;19113;1699;NA;24960;1;NA;16022;4313;173;156;535;NA;NA;298;NA;21;18943;NA;NA;1820;NA;NA;NA;NA;20478;NA;NA;NA;NA;164;5506;8451;NA;35732;372;640;98;4210;1798;332760;4808;21;313;NA;NA;4997;NA;NA;0;NA;10;0;0;NA;0;NA;1;0;NA;3;NA;0;NA;7;NA;0;5380;NA;12413;10;399;5828;NA;273;NA;4353;NA;NA;117436;19095;83621;16442;1147;20
"30";2011;4;2419;NA;104952;2009;125837;12647;9007;58443;3993;NA;86626;8;NA;67619;10257;886;850;1430;NA;NA;557;NA;45;54770;NA;NA;3906;NA;NA;NA;NA;55152;NA;NA;NA;NA;532;24224;30856;NA;133566;1495;2077;458;14551;7525;2060456;7437;48;584;NA;NA;21259;NA;NA;2;NA;27;0;0;NA;1;NA;2;0;NA;12;NA;3;NA;25;NA;1;18815;NA;18100;18;368;4162;NA;812;NA;35072;NA;NA;396437;24300;275718;49165;5878;27
